 Year , Month , Day ,Period,Flex Down
2042,2,11,12,353.6370419
2042,2,11,13,533.6794341
2042,2,11,14,437.5812923
2042,2,11,15,469.3668084
2042,2,11,16,493.7981903
2042,2,11,17,533.6794341
2042,2,11,18,524.2653182
2042,2,11,19,543.8351434
2042,2,11,20,418.8354597
2042,2,11,21,432.1429409
2042,2,11,22,450.6209759
2042,2,11,23,519.2595629
2042,2,11,24,389.2541239
2042,2,12,1,416.8372775
2042,2,12,2,381.4467936
2042,2,12,3,407.0523649
2042,2,12,4,473.7133696
2042,2,12,5,523.0087294
2042,2,12,6,446.9336088
2042,2,12,7,378.8100171
2042,2,12,8,410.286536
2042,2,12,9,394.3216786
2042,2,12,10,445.4710218
2042,2,12,11,439.3528765
2042,2,12,12,353.6370419
2042,2,12,13,533.6794341
2042,2,12,14,437.5812923
2042,2,12,15,469.3668084
2042,2,12,16,493.7981903
2042,2,12,17,533.6794341
2042,2,12,18,524.2653182
2042,2,12,19,543.8351434
2042,2,12,20,418.8354597
2042,2,12,21,432.1429409
2042,2,12,22,450.6209759
2042,2,12,23,519.2595629
2042,2,12,24,389.2541239
2042,2,13,1,416.8372775
2042,2,13,2,381.4467936
2042,2,13,3,407.0523649
2042,2,13,4,473.7133696
2042,2,13,5,523.0087294
2042,2,13,6,446.9336088
2042,2,13,7,378.8100171
2042,2,13,8,410.286536
2042,2,13,9,394.3216786
2042,2,13,10,445.4710218
2042,2,13,11,439.3528765
2042,2,13,12,353.6370419
2042,2,13,13,533.6794341
2042,2,13,14,437.5812923
2042,2,13,15,469.3668084
2042,2,13,16,493.7981903
2042,2,13,17,533.6794341
2042,2,13,18,524.2653182
2042,2,13,19,543.8351434
2042,2,13,20,418.8354597
2042,2,13,21,432.1429409
2042,2,13,22,450.6209759
2042,2,13,23,519.2595629
2042,2,13,24,389.2541239
2042,2,14,1,416.8372775
2042,2,14,2,381.4467936
2042,2,14,3,407.0523649
2042,2,14,4,473.7133696
2042,2,14,5,523.0087294
2042,2,14,6,446.9336088
2042,2,14,7,378.8100171
2042,2,14,8,410.286536
2042,2,14,9,394.3216786
2042,2,14,10,445.4710218
2042,2,14,11,439.3528765
2042,2,14,12,353.6370419
2042,2,14,13,533.6794341
2042,2,14,14,437.5812923
2042,2,14,15,469.3668084
2042,2,14,16,493.7981903
2042,2,14,17,533.6794341
2042,2,14,18,524.2653182
2042,2,14,19,543.8351434
2042,2,14,20,418.8354597
2042,2,14,21,432.1429409
2042,2,14,22,450.6209759
2042,2,14,23,519.2595629
2042,2,14,24,389.2541239
2042,2,15,1,416.8372775
2042,2,15,2,381.4467936
2042,2,15,3,407.0523649
2042,2,15,4,473.7133696
2042,2,15,5,523.0087294
2042,2,15,6,446.9336088
2042,2,15,7,378.8100171
2042,2,15,8,410.286536
2042,2,15,9,394.3216786
2042,2,15,10,445.4710218
2042,2,15,11,439.3528765
2042,2,15,12,353.6370419
2042,2,15,13,533.6794341
2042,2,15,14,437.5812923
2042,2,15,15,469.3668084
2042,2,15,16,493.7981903
2042,2,15,17,533.6794341
2042,2,15,18,524.2653182
2042,2,15,19,543.8351434
2042,2,15,20,418.8354597
2042,2,15,21,432.1429409
2042,2,15,22,450.6209759
2042,2,15,23,519.2595629
2042,2,15,24,389.2541239
2042,2,16,1,416.8372775
2042,2,16,2,381.4467936
2042,2,16,3,407.0523649
2042,2,16,4,473.7133696
2042,2,16,5,523.0087294
2042,2,16,6,446.9336088
2042,2,16,7,378.8100171
2042,2,16,8,410.286536
2042,2,16,9,394.3216786
2042,2,16,10,445.4710218
2042,2,16,11,439.3528765
2042,2,16,12,353.6370419
2042,2,16,13,533.6794341
2042,2,16,14,437.5812923
2042,2,16,15,469.3668084
2042,2,16,16,493.7981903
2042,2,16,17,533.6794341
2042,2,16,18,524.2653182
2042,2,16,19,543.8351434
2042,2,16,20,418.8354597
2042,2,16,21,432.1429409
2042,2,16,22,450.6209759
2042,2,16,23,519.2595629
2042,2,16,24,389.2541239
2042,2,17,1,416.8372775
2042,2,17,2,381.4467936
2042,2,17,3,407.0523649
2042,2,17,4,473.7133696
2042,2,17,5,523.0087294
2042,2,17,6,446.9336088
2042,2,17,7,378.8100171
2042,2,17,8,410.286536
2042,2,17,9,394.3216786
2042,2,17,10,445.4710218
2042,2,17,11,439.3528765
2042,2,17,12,353.6370419
2042,2,17,13,533.6794341
2042,2,17,14,437.5812923
2042,2,17,15,469.3668084
2042,2,17,16,493.7981903
2042,2,17,17,533.6794341
2042,2,17,18,524.2653182
2042,2,17,19,543.8351434
2042,2,17,20,418.8354597
2042,2,17,21,432.1429409
2042,2,17,22,450.6209759
2042,2,17,23,519.2595629
2042,2,17,24,389.2541239
2042,2,18,1,416.8372775
2042,2,18,2,381.4467936
2042,2,18,3,407.0523649
2042,2,18,4,473.7133696
2042,2,18,5,523.0087294
2042,2,18,6,446.9336088
2042,2,18,7,378.8100171
2042,2,18,8,410.286536
2042,2,18,9,394.3216786
2042,2,18,10,445.4710218
2042,2,18,11,439.3528765
2042,2,18,12,353.6370419
2042,2,18,13,533.6794341
2042,2,18,14,437.5812923
2042,2,18,15,469.3668084
2042,2,18,16,493.7981903
2042,2,18,17,533.6794341
2042,2,18,18,524.2653182
2042,2,18,19,543.8351434
2042,2,18,20,418.8354597
2042,2,18,21,432.1429409
2042,2,18,22,450.6209759
2042,2,18,23,519.2595629
2042,2,18,24,389.2541239
2042,2,19,1,416.8372775
2042,2,19,2,381.4467936
2042,2,19,3,407.0523649
2042,2,19,4,473.7133696
2042,2,19,5,523.0087294
2042,2,19,6,446.9336088
2042,2,19,7,378.8100171
2042,2,19,8,410.286536
2042,2,19,9,394.3216786
2042,2,19,10,445.4710218
2042,2,19,11,439.3528765
2042,2,19,12,353.6370419
2042,2,19,13,533.6794341
2042,2,19,14,437.5812923
2042,2,19,15,469.3668084
2042,2,19,16,493.7981903
2042,2,19,17,533.6794341
2042,2,19,18,524.2653182
2042,2,19,19,543.8351434
2042,2,19,20,418.8354597
2042,2,19,21,432.1429409
2042,2,19,22,450.6209759
2042,2,19,23,519.2595629
2042,2,19,24,389.2541239
2042,2,20,1,416.8372775
2042,2,20,2,381.4467936
2042,2,20,3,407.0523649
2042,2,20,4,473.7133696
2042,2,20,5,523.0087294
2042,2,20,6,446.9336088
2042,2,20,7,378.8100171
2042,2,20,8,410.286536
2042,2,20,9,394.3216786
2042,2,20,10,445.4710218
2042,2,20,11,439.3528765
2042,2,20,12,353.6370419
2042,2,20,13,533.6794341
2042,2,20,14,437.5812923
2042,2,20,15,469.3668084
2042,2,20,16,493.7981903
2042,2,20,17,533.6794341
2042,2,20,18,524.2653182
2042,2,20,19,543.8351434
2042,2,20,20,418.8354597
2042,2,20,21,432.1429409
2042,2,20,22,450.6209759
2042,2,20,23,519.2595629
2042,2,20,24,389.2541239
2042,2,21,1,416.8372775
2042,2,21,2,381.4467936
2042,2,21,3,407.0523649
2042,2,21,4,473.7133696
2042,2,21,5,523.0087294
2042,2,21,6,446.9336088
2042,2,21,7,378.8100171
2042,2,21,8,410.286536
2042,2,21,9,394.3216786
2042,2,21,10,445.4710218
2042,2,21,11,439.3528765
2042,2,21,12,353.6370419
2042,2,21,13,533.6794341
2042,2,21,14,437.5812923
2042,2,21,15,469.3668084
2042,2,21,16,493.7981903
2042,2,21,17,533.6794341
2042,2,21,18,524.2653182
2042,2,21,19,543.8351434
2042,2,21,20,418.8354597
2042,2,21,21,432.1429409
2042,2,21,22,450.6209759
2042,2,21,23,519.2595629
2042,2,21,24,389.2541239
2042,2,22,1,416.8372775
2042,2,22,2,381.4467936
2042,2,22,3,407.0523649
2042,2,22,4,473.7133696
2042,2,22,5,523.0087294
2042,2,22,6,446.9336088
2042,2,22,7,378.8100171
2042,2,22,8,410.286536
2042,2,22,9,394.3216786
2042,2,22,10,445.4710218
2042,2,22,11,439.3528765
2042,2,22,12,353.6370419
2042,2,22,13,533.6794341
2042,2,22,14,437.5812923
2042,2,22,15,469.3668084
2042,2,22,16,493.7981903
2042,2,22,17,533.6794341
2042,2,22,18,524.2653182
2042,2,22,19,543.8351434
2042,2,22,20,418.8354597
2042,2,22,21,432.1429409
2042,2,22,22,450.6209759
2042,2,22,23,519.2595629
2042,2,22,24,389.2541239
2042,2,23,1,416.8372775
2042,2,23,2,381.4467936
2042,2,23,3,407.0523649
2042,2,23,4,473.7133696
2042,2,23,5,523.0087294
2042,2,23,6,446.9336088
2042,2,23,7,378.8100171
2042,2,23,8,410.286536
2042,2,23,9,394.3216786
2042,2,23,10,445.4710218
2042,2,23,11,439.3528765
2042,2,23,12,353.6370419
2042,2,23,13,533.6794341
2042,2,23,14,437.5812923
2042,2,23,15,469.3668084
2042,2,23,16,493.7981903
2042,2,23,17,533.6794341
2042,2,23,18,524.2653182
2042,2,23,19,543.8351434
2042,2,23,20,418.8354597
2042,2,23,21,432.1429409
2042,2,23,22,450.6209759
2042,2,23,23,519.2595629
2042,2,23,24,389.2541239
2042,2,24,1,416.8372775
2042,2,24,2,381.4467936
2042,2,24,3,407.0523649
2042,2,24,4,473.7133696
2042,2,24,5,523.0087294
2042,2,24,6,446.9336088
2042,2,24,7,378.8100171
2042,2,24,8,410.286536
2042,2,24,9,394.3216786
2042,2,24,10,445.4710218
2042,2,24,11,439.3528765
2042,2,24,12,353.6370419
2042,2,24,13,533.6794341
2042,2,24,14,437.5812923
2042,2,24,15,469.3668084
2042,2,24,16,493.7981903
2042,2,24,17,533.6794341
2042,2,24,18,524.2653182
2042,2,24,19,543.8351434
2042,2,24,20,418.8354597
2042,2,24,21,432.1429409
2042,2,24,22,450.6209759
2042,2,24,23,519.2595629
2042,2,24,24,389.2541239
2042,2,25,1,416.8372775
2042,2,25,2,381.4467936
2042,2,25,3,407.0523649
2042,2,25,4,473.7133696
2042,2,25,5,523.0087294
2042,2,25,6,446.9336088
2042,2,25,7,378.8100171
2042,2,25,8,410.286536
2042,2,25,9,394.3216786
2042,2,25,10,445.4710218
2042,2,25,11,439.3528765
2042,2,25,12,353.6370419
2042,2,25,13,533.6794341
2042,2,25,14,437.5812923
2042,2,25,15,469.3668084
2042,2,25,16,493.7981903
2042,2,25,17,533.6794341
2042,2,25,18,524.2653182
2042,2,25,19,543.8351434
2042,2,25,20,418.8354597
2042,2,25,21,432.1429409
2042,2,25,22,450.6209759
2042,2,25,23,519.2595629
2042,2,25,24,389.2541239
2042,2,26,1,416.8372775
2042,2,26,2,381.4467936
2042,2,26,3,407.0523649
2042,2,26,4,473.7133696
2042,2,26,5,523.0087294
2042,2,26,6,446.9336088
2042,2,26,7,378.8100171
2042,2,26,8,410.286536
2042,2,26,9,394.3216786
2042,2,26,10,445.4710218
2042,2,26,11,439.3528765
2042,2,26,12,353.6370419
2042,2,26,13,533.6794341
2042,2,26,14,437.5812923
2042,2,26,15,469.3668084
2042,2,26,16,493.7981903
2042,2,26,17,533.6794341
2042,2,26,18,524.2653182
2042,2,26,19,543.8351434
2042,2,26,20,418.8354597
2042,2,26,21,432.1429409
2042,2,26,22,450.6209759
2042,2,26,23,519.2595629
2042,2,26,24,389.2541239
2042,2,27,1,416.8372775
2042,2,27,2,381.4467936
2042,2,27,3,407.0523649
2042,2,27,4,473.7133696
2042,2,27,5,523.0087294
2042,2,27,6,446.9336088
2042,2,27,7,378.8100171
2042,2,27,8,410.286536
2042,2,27,9,394.3216786
2042,2,27,10,445.4710218
2042,2,27,11,439.3528765
2042,2,27,12,353.6370419
2042,2,27,13,533.6794341
2042,2,27,14,437.5812923
2042,2,27,15,469.3668084
2042,2,27,16,493.7981903
2042,2,27,17,533.6794341
2042,2,27,18,524.2653182
2042,2,27,19,543.8351434
2042,2,27,20,418.8354597
2042,2,27,21,432.1429409
2042,2,27,22,450.6209759
2042,2,27,23,519.2595629
2042,2,27,24,389.2541239
2042,2,28,1,416.8372775
2042,2,28,2,381.4467936
2042,2,28,3,407.0523649
2042,2,28,4,473.7133696
2042,2,28,5,523.0087294
2042,2,28,6,446.9336088
2042,2,28,7,378.8100171
2042,2,28,8,410.286536
2042,2,28,9,394.3216786
2042,2,28,10,445.4710218
2042,2,28,11,439.3528765
2042,2,28,12,353.6370419
2042,2,28,13,533.6794341
2042,2,28,14,437.5812923
2042,2,28,15,469.3668084
2042,2,28,16,493.7981903
2042,2,28,17,533.6794341
2042,2,28,18,524.2653182
2042,2,28,19,543.8351434
2042,2,28,20,418.8354597
2042,2,28,21,432.1429409
2042,2,28,22,450.6209759
2042,2,28,23,519.2595629
2042,2,28,24,389.2541239
2042,3,1,1,347.523058
2042,3,1,2,386.1958171
2042,3,1,3,417.0019978
2042,3,1,4,452.0256914
2042,3,1,5,443.6090027
2042,3,1,6,400.8287529
2042,3,1,7,458.2602756
2042,3,1,8,511.7493406
2042,3,1,9,496.071195
2042,3,1,10,506.7616732
2042,3,1,11,387.8828222
2042,3,1,12,457.8201873
2042,3,1,13,497.2997749
2042,3,1,14,518.4423501
2042,3,1,15,527.189105
2042,3,1,16,538.0812903
2042,3,1,17,507.3117836
2042,3,1,18,514.7749476
2042,3,1,19,442.8571852
2042,3,1,20,391.1651474
2042,3,1,21,407.3934033
2042,3,1,22,458.7187009
2042,3,1,23,424.6118579
2042,3,1,24,363.7146399
2042,3,2,1,347.523058
2042,3,2,2,386.1958171
2042,3,2,3,417.0019978
2042,3,2,4,452.0256914
2042,3,2,5,443.6090027
2042,3,2,6,400.8287529
2042,3,2,7,458.2602756
2042,3,2,8,511.7493406
2042,3,2,9,496.071195
2042,3,2,10,506.7616732
2042,3,2,11,387.8828222
2042,3,2,12,457.8201873
2042,3,2,13,497.2997749
2042,3,2,14,518.4423501
2042,3,2,15,527.189105
2042,3,2,16,538.0812903
2042,3,2,17,507.3117836
2042,3,2,18,514.7749476
2042,3,2,19,442.8571852
2042,3,2,20,391.1651474
2042,3,2,21,407.3934033
2042,3,2,22,458.7187009
2042,3,2,23,424.6118579
2042,3,2,24,363.7146399
2042,3,3,1,347.523058
2042,3,3,2,386.1958171
2042,3,3,3,417.0019978
2042,3,3,4,452.0256914
2042,3,3,5,443.6090027
2042,3,3,6,400.8287529
2042,3,3,7,458.2602756
2042,3,3,8,511.7493406
2042,3,3,9,496.071195
2042,3,3,10,506.7616732
2042,3,3,11,387.8828222
2042,3,3,12,457.8201873
2042,3,3,13,497.2997749
2042,3,3,14,518.4423501
2042,3,3,15,527.189105
2042,3,3,16,538.0812903
2042,3,3,17,507.3117836
2042,3,3,18,514.7749476
2042,3,3,19,442.8571852
2042,3,3,20,391.1651474
2042,3,3,21,407.3934033
2042,3,3,22,458.7187009
2042,3,3,23,424.6118579
2042,3,3,24,363.7146399
2042,3,4,1,347.523058
2042,3,4,2,386.1958171
2042,3,4,3,417.0019978
2042,3,4,4,452.0256914
2042,3,4,5,443.6090027
2042,3,4,6,400.8287529
2042,3,4,7,458.2602756
2042,3,4,8,511.7493406
2042,3,4,9,496.071195
2042,3,4,10,506.7616732
2042,3,4,11,387.8828222
2042,3,4,12,457.8201873
2042,3,4,13,497.2997749
2042,3,4,14,518.4423501
2042,3,4,15,527.189105
2042,3,4,16,538.0812903
2042,3,4,17,507.3117836
2042,3,4,18,514.7749476
2042,3,4,19,442.8571852
2042,3,4,20,391.1651474
2042,3,4,21,407.3934033
2042,3,4,22,458.7187009
2042,3,4,23,424.6118579
2042,3,4,24,363.7146399
2042,3,5,1,347.523058
2042,3,5,2,386.1958171
2042,3,5,3,417.0019978
2042,3,5,4,452.0256914
2042,3,5,5,443.6090027
2042,3,5,6,400.8287529
2042,3,5,7,458.2602756
2042,3,5,8,511.7493406
2042,3,5,9,496.071195
2042,3,5,10,506.7616732
2042,3,5,11,387.8828222
2042,3,5,12,457.8201873
2042,3,5,13,497.2997749
2042,3,5,14,518.4423501
2042,3,5,15,527.189105
2042,3,5,16,538.0812903
2042,3,5,17,507.3117836
2042,3,5,18,514.7749476
2042,3,5,19,442.8571852
2042,3,5,20,391.1651474
2042,3,5,21,407.3934033
2042,3,5,22,458.7187009
2042,3,5,23,424.6118579
2042,3,5,24,363.7146399
2042,3,6,1,347.523058
2042,3,6,2,386.1958171
2042,3,6,3,417.0019978
2042,3,6,4,452.0256914
2042,3,6,5,443.6090027
2042,3,6,6,400.8287529
2042,3,6,7,458.2602756
2042,3,6,8,511.7493406
2042,3,6,9,496.071195
2042,3,6,10,506.7616732
2042,3,6,11,387.8828222
2042,3,6,12,457.8201873
2042,3,6,13,497.2997749
2042,3,6,14,518.4423501
2042,3,6,15,527.189105
2042,3,6,16,538.0812903
2042,3,6,17,507.3117836
2042,3,6,18,514.7749476
2042,3,6,19,442.8571852
2042,3,6,20,391.1651474
2042,3,6,21,407.3934033
2042,3,6,22,458.7187009
2042,3,6,23,424.6118579
2042,3,6,24,363.7146399
2042,3,7,1,347.523058
2042,3,7,2,386.1958171
2042,3,7,3,417.0019978
2042,3,7,4,452.0256914
2042,3,7,5,443.6090027
2042,3,7,6,400.8287529
2042,3,7,7,458.2602756
2042,3,7,8,511.7493406
2042,3,7,9,496.071195
2042,3,7,10,506.7616732
2042,3,7,11,387.8828222
2042,3,7,12,457.8201873
2042,3,7,13,497.2997749
2042,3,7,14,518.4423501
2042,3,7,15,527.189105
2042,3,7,16,538.0812903
2042,3,7,17,507.3117836
2042,3,7,18,514.7749476
2042,3,7,19,442.8571852
2042,3,7,20,391.1651474
2042,3,7,21,407.3934033
2042,3,7,22,458.7187009
2042,3,7,23,424.6118579
2042,3,7,24,363.7146399
2042,3,8,1,347.523058
2042,3,8,2,386.1958171
2042,3,8,3,417.0019978
2042,3,8,4,452.0256914
2042,3,8,5,443.6090027
2042,3,8,6,400.8287529
2042,3,8,7,458.2602756
2042,3,8,8,511.7493406
2042,3,8,9,496.071195
2042,3,8,10,506.7616732
2042,3,8,11,387.8828222
2042,3,8,12,457.8201873
2042,3,8,13,497.2997749
2042,3,8,14,518.4423501
2042,3,8,15,527.189105
2042,3,8,16,538.0812903
2042,3,8,17,507.3117836
2042,3,8,18,514.7749476
2042,3,8,19,442.8571852
2042,3,8,20,391.1651474
2042,3,8,21,407.3934033
2042,3,8,22,458.7187009
2042,3,8,23,424.6118579
2042,3,8,24,363.7146399
2042,3,9,1,347.523058
2042,3,9,2,386.1958171
2042,3,9,3,417.0019978
2042,3,9,4,452.0256914
2042,3,9,5,443.6090027
2042,3,9,6,400.8287529
2042,3,9,7,458.2602756
2042,3,9,8,511.7493406
2042,3,9,9,496.071195
2042,3,9,10,506.7616732
2042,3,9,11,387.8828222
2042,3,9,12,457.8201873
2042,3,9,13,497.2997749
2042,3,9,14,518.4423501
2042,3,9,15,527.189105
2042,3,9,16,538.0812903
2042,3,9,17,507.3117836
2042,3,9,18,514.7749476
2042,3,9,19,442.8571852
2042,3,9,20,391.1651474
2042,3,9,21,407.3934033
2042,3,9,22,458.7187009
2042,3,9,23,424.6118579
2042,3,9,24,363.7146399
2042,3,10,1,347.523058
2042,3,10,2,386.1958171
2042,3,10,3,417.0019978
2042,3,10,4,452.0256914
2042,3,10,5,443.6090027
2042,3,10,6,400.8287529
2042,3,10,7,458.2602756
2042,3,10,8,511.7493406
2042,3,10,9,496.071195
2042,3,10,10,506.7616732
2042,3,10,11,387.8828222
2042,3,10,12,457.8201873
2042,3,10,13,497.2997749
2042,3,10,14,518.4423501
2042,3,10,15,527.189105
2042,3,10,16,538.0812903
2042,3,10,17,507.3117836
2042,3,10,18,514.7749476
2042,3,10,19,442.8571852
2042,3,10,20,391.1651474
2042,3,10,21,407.3934033
2042,3,10,22,458.7187009
2042,3,10,23,424.6118579
2042,3,10,24,363.7146399
2042,3,11,1,347.523058
2042,3,11,2,386.1958171
2042,3,11,3,417.0019978
2042,3,11,4,452.0256914
2042,3,11,5,443.6090027
2042,3,11,6,400.8287529
2042,3,11,7,458.2602756
2042,3,11,8,511.7493406
2042,3,11,9,496.071195
2042,3,11,10,506.7616732
2042,3,11,11,387.8828222
2042,3,11,12,457.8201873
2042,3,11,13,497.2997749
2042,3,11,14,518.4423501
2042,3,11,15,527.189105
2042,3,11,16,538.0812903
2042,3,11,17,507.3117836
2042,3,11,18,514.7749476
2042,3,11,19,442.8571852
2042,3,11,20,391.1651474
2042,3,11,21,407.3934033
2042,3,11,22,458.7187009
2042,3,11,23,424.6118579
2042,3,11,24,363.7146399
2042,3,12,1,347.523058
2042,3,12,2,386.1958171
2042,3,12,3,417.0019978
2042,3,12,4,452.0256914
2042,3,12,5,443.6090027
2042,3,12,6,400.8287529
2042,3,12,7,458.2602756
2042,3,12,8,511.7493406
2042,3,12,9,496.071195
2042,3,12,10,506.7616732
2042,3,12,11,387.8828222
2042,3,12,12,457.8201873
2042,3,12,13,497.2997749
2042,3,12,14,518.4423501
2042,3,12,15,527.189105
2042,3,12,16,538.0812903
2042,3,12,17,507.3117836
2042,3,12,18,514.7749476
2042,3,12,19,442.8571852
2042,3,12,20,391.1651474
2042,3,12,21,407.3934033
2042,3,12,22,458.7187009
2042,3,12,23,424.6118579
2042,3,12,24,363.7146399
2042,3,13,1,347.523058
2042,3,13,2,386.1958171
2042,3,13,3,417.0019978
2042,3,13,4,452.0256914
2042,3,13,5,443.6090027
2042,3,13,6,400.8287529
2042,3,13,7,458.2602756
2042,3,13,8,511.7493406
2042,3,13,9,496.071195
2042,3,13,10,506.7616732
2042,3,13,11,387.8828222
2042,3,13,12,457.8201873
2042,3,13,13,497.2997749
2042,3,13,14,518.4423501
2042,3,13,15,527.189105
2042,3,13,16,538.0812903
2042,3,13,17,507.3117836
2042,3,13,18,514.7749476
2042,3,13,19,442.8571852
2042,3,13,20,391.1651474
2042,3,13,21,407.3934033
2042,3,13,22,458.7187009
2042,3,13,23,424.6118579
2042,3,13,24,363.7146399
2042,3,14,1,347.523058
2042,3,14,2,386.1958171
2042,3,14,3,417.0019978
2042,3,14,4,452.0256914
2042,3,14,5,443.6090027
2042,3,14,6,400.8287529
2042,3,14,7,458.2602756
2042,3,14,8,511.7493406
2042,3,14,9,496.071195
2042,3,14,10,506.7616732
2042,3,14,11,387.8828222
2042,3,14,12,457.8201873
2042,3,14,13,497.2997749
2042,3,14,14,518.4423501
2042,3,14,15,527.189105
2042,3,14,16,538.0812903
2042,3,14,17,507.3117836
2042,3,14,18,514.7749476
2042,3,14,19,442.8571852
2042,3,14,20,391.1651474
2042,3,14,21,407.3934033
2042,3,14,22,458.7187009
2042,3,14,23,424.6118579
2042,3,14,24,363.7146399
2042,3,15,1,347.523058
2042,3,15,2,386.1958171
2042,3,15,3,417.0019978
2042,3,15,4,452.0256914
2042,3,15,5,443.6090027
2042,3,15,6,400.8287529
2042,3,15,7,458.2602756
2042,3,15,8,511.7493406
2042,3,15,9,496.071195
2042,3,15,10,506.7616732
2042,3,15,11,387.8828222
2042,3,15,12,457.8201873
2042,3,15,13,497.2997749
2042,3,15,14,518.4423501
2042,3,15,15,527.189105
2042,3,15,16,538.0812903
2042,3,15,17,507.3117836
2042,3,15,18,514.7749476
2042,3,15,19,442.8571852
2042,3,15,20,391.1651474
2042,3,15,21,407.3934033
2042,3,15,22,458.7187009
2042,3,15,23,424.6118579
2042,3,15,24,363.7146399
2042,3,16,1,347.523058
2042,3,16,2,386.1958171
2042,3,16,3,417.0019978
2042,3,16,4,452.0256914
2042,3,16,5,443.6090027
2042,3,16,6,400.8287529
2042,3,16,7,458.2602756
2042,3,16,8,511.7493406
2042,3,16,9,496.071195
2042,3,16,10,506.7616732
2042,3,16,11,387.8828222
2042,3,16,12,457.8201873
2042,3,16,13,497.2997749
2042,3,16,14,518.4423501
2042,3,16,15,527.189105
2042,3,16,16,538.0812903
2042,3,16,17,507.3117836
2042,3,16,18,514.7749476
2042,3,16,19,442.8571852
2042,3,16,20,391.1651474
2042,3,16,21,407.3934033
2042,3,16,22,458.7187009
2042,3,16,23,424.6118579
2042,3,16,24,363.7146399
2042,3,17,1,347.523058
2042,3,17,2,386.1958171
2042,3,17,3,417.0019978
2042,3,17,4,452.0256914
2042,3,17,5,443.6090027
2042,3,17,6,400.8287529
2042,3,17,7,458.2602756
2042,3,17,8,511.7493406
2042,3,17,9,496.071195
2042,3,17,10,506.7616732
2042,3,17,11,387.8828222
2042,3,17,12,457.8201873
2042,3,17,13,497.2997749
2042,3,17,14,518.4423501
2042,3,17,15,527.189105
2042,3,17,16,538.0812903
2042,3,17,17,507.3117836
2042,3,17,18,514.7749476
2042,3,17,19,442.8571852
2042,3,17,20,391.1651474
2042,3,17,21,407.3934033
2042,3,17,22,458.7187009
2042,3,17,23,424.6118579
2042,3,17,24,363.7146399
2042,3,18,1,347.523058
2042,3,18,2,386.1958171
2042,3,18,3,417.0019978
2042,3,18,4,452.0256914
2042,3,18,5,443.6090027
2042,3,18,6,400.8287529
2042,3,18,7,458.2602756
2042,3,18,8,511.7493406
2042,3,18,9,496.071195
2042,3,18,10,506.7616732
2042,3,18,11,387.8828222
2042,3,18,12,457.8201873
2042,3,18,13,497.2997749
2042,3,18,14,518.4423501
2042,3,18,15,527.189105
2042,3,18,16,538.0812903
2042,3,18,17,507.3117836
2042,3,18,18,514.7749476
2042,3,18,19,442.8571852
2042,3,18,20,391.1651474
2042,3,18,21,407.3934033
2042,3,18,22,458.7187009
2042,3,18,23,424.6118579
2042,3,18,24,363.7146399
2042,3,19,1,347.523058
2042,3,19,2,386.1958171
2042,3,19,3,417.0019978
2042,3,19,4,452.0256914
2042,3,19,5,443.6090027
2042,3,19,6,400.8287529
2042,3,19,7,458.2602756
2042,3,19,8,511.7493406
2042,3,19,9,496.071195
2042,3,19,10,506.7616732
2042,3,19,11,387.8828222
2042,3,19,12,457.8201873
2042,3,19,13,497.2997749
2042,3,19,14,518.4423501
2042,3,19,15,527.189105
2042,3,19,16,538.0812903
2042,3,19,17,507.3117836
2042,3,19,18,514.7749476
2042,3,19,19,442.8571852
2042,3,19,20,391.1651474
2042,3,19,21,407.3934033
2042,3,19,22,458.7187009
2042,3,19,23,424.6118579
2042,3,19,24,363.7146399
2042,3,20,1,347.523058
2042,3,20,2,386.1958171
2042,3,20,3,417.0019978
2042,3,20,4,452.0256914
2042,3,20,5,443.6090027
2042,3,20,6,400.8287529
2042,3,20,7,458.2602756
2042,3,20,8,511.7493406
2042,3,20,9,496.071195
2042,3,20,10,506.7616732
2042,3,20,11,387.8828222
2042,3,20,12,457.8201873
2042,3,20,13,497.2997749
2042,3,20,14,518.4423501
2042,3,20,15,527.189105
2042,3,20,16,538.0812903
2042,3,20,17,507.3117836
2042,3,20,18,514.7749476
2042,3,20,19,442.8571852
2042,3,20,20,391.1651474
2042,3,20,21,407.3934033
2042,3,20,22,458.7187009
2042,3,20,23,424.6118579
2042,3,20,24,363.7146399
2042,3,21,1,347.523058
2042,3,21,2,386.1958171
2042,3,21,3,417.0019978
2042,3,21,4,452.0256914
2042,3,21,5,443.6090027
2042,3,21,6,400.8287529
2042,3,21,7,458.2602756
2042,3,21,8,511.7493406
2042,3,21,9,496.071195
2042,3,21,10,506.7616732
2042,3,21,11,387.8828222
2042,3,21,12,457.8201873
2042,3,21,13,497.2997749
2042,3,21,14,518.4423501
2042,3,21,15,527.189105
2042,3,21,16,538.0812903
2042,3,21,17,507.3117836
2042,3,21,18,514.7749476
2042,3,21,19,442.8571852
2042,3,21,20,391.1651474
2042,3,21,21,407.3934033
2042,3,21,22,458.7187009
2042,3,21,23,424.6118579
2042,3,21,24,363.7146399
2042,3,22,1,347.523058
2042,3,22,2,386.1958171
2042,3,22,3,417.0019978
2042,3,22,4,452.0256914
2042,3,22,5,443.6090027
2042,3,22,6,400.8287529
2042,3,22,7,458.2602756
2042,3,22,8,511.7493406
2042,3,22,9,496.071195
2042,3,22,10,506.7616732
2042,3,22,11,387.8828222
2042,3,22,12,457.8201873
