 Year , Month , Day , Period ,Flex Up
2043,1,9,6,425.6612891
2043,1,9,7,372.0725988
2043,1,9,8,553.7247111
2043,1,9,9,600
2043,1,9,10,600
2043,1,9,11,600
2043,1,9,12,490.8972403
2043,1,9,13,600
2043,1,9,14,600
2043,1,9,15,600
2043,1,9,16,600
2043,1,9,17,490.1634064
2043,1,9,18,331.3165935
2043,1,9,19,440.864822
2043,1,9,20,409.0089046
2043,1,9,21,467.5462696
2043,1,9,22,528.1157899
2043,1,9,23,373.4085528
2043,1,9,24,366.0702139
2043,1,10,1,382.7414146
2043,1,10,2,418.2288689
2043,1,10,3,402.7619084
2043,1,10,4,389.6469797
2043,1,10,5,355.6648256
2043,1,10,6,425.6612891
2043,1,10,7,372.0725988
2043,1,10,8,553.7247111
2043,1,10,9,600
2043,1,10,10,600
2043,1,10,11,600
2043,1,10,12,490.8972403
2043,1,10,13,600
2043,1,10,14,600
2043,1,10,15,600
2043,1,10,16,600
2043,1,10,17,490.1634064
2043,1,10,18,331.3165935
2043,1,10,19,440.864822
2043,1,10,20,409.0089046
2043,1,10,21,467.5462696
2043,1,10,22,528.1157899
2043,1,10,23,373.4085528
2043,1,10,24,366.0702139
2043,1,11,1,382.7414146
2043,1,11,2,418.2288689
2043,1,11,3,402.7619084
2043,1,11,4,389.6469797
2043,1,11,5,355.6648256
2043,1,11,6,425.6612891
2043,1,11,7,372.0725988
2043,1,11,8,553.7247111
2043,1,11,9,600
2043,1,11,10,600
2043,1,11,11,600
2043,1,11,12,490.8972403
2043,1,11,13,600
2043,1,11,14,600
2043,1,11,15,600
2043,1,11,16,600
2043,1,11,17,490.1634064
2043,1,11,18,331.3165935
2043,1,11,19,440.864822
2043,1,11,20,409.0089046
2043,1,11,21,467.5462696
2043,1,11,22,528.1157899
2043,1,11,23,373.4085528
2043,1,11,24,366.0702139
2043,1,12,1,382.7414146
2043,1,12,2,418.2288689
2043,1,12,3,402.7619084
2043,1,12,4,389.6469797
2043,1,12,5,355.6648256
2043,1,12,6,425.6612891
2043,1,12,7,372.0725988
2043,1,12,8,553.7247111
2043,1,12,9,600
2043,1,12,10,600
2043,1,12,11,600
2043,1,12,12,490.8972403
2043,1,12,13,600
2043,1,12,14,600
2043,1,12,15,600
2043,1,12,16,600
2043,1,12,17,490.1634064
2043,1,12,18,331.3165935
2043,1,12,19,440.864822
2043,1,12,20,409.0089046
2043,1,12,21,467.5462696
2043,1,12,22,528.1157899
2043,1,12,23,373.4085528
2043,1,12,24,366.0702139
2043,1,13,1,382.7414146
2043,1,13,2,418.2288689
2043,1,13,3,402.7619084
2043,1,13,4,389.6469797
2043,1,13,5,355.6648256
2043,1,13,6,425.6612891
2043,1,13,7,372.0725988
2043,1,13,8,553.7247111
2043,1,13,9,600
2043,1,13,10,600
2043,1,13,11,600
2043,1,13,12,490.8972403
2043,1,13,13,600
2043,1,13,14,600
2043,1,13,15,600
2043,1,13,16,600
2043,1,13,17,490.1634064
2043,1,13,18,331.3165935
2043,1,13,19,440.864822
2043,1,13,20,409.0089046
2043,1,13,21,467.5462696
2043,1,13,22,528.1157899
2043,1,13,23,373.4085528
2043,1,13,24,366.0702139
2043,1,14,1,382.7414146
2043,1,14,2,418.2288689
2043,1,14,3,402.7619084
2043,1,14,4,389.6469797
2043,1,14,5,355.6648256
2043,1,14,6,425.6612891
2043,1,14,7,372.0725988
2043,1,14,8,553.7247111
2043,1,14,9,600
2043,1,14,10,600
2043,1,14,11,600
2043,1,14,12,490.8972403
2043,1,14,13,600
2043,1,14,14,600
2043,1,14,15,600
2043,1,14,16,600
2043,1,14,17,490.1634064
2043,1,14,18,331.3165935
2043,1,14,19,440.864822
2043,1,14,20,409.0089046
2043,1,14,21,467.5462696
2043,1,14,22,528.1157899
2043,1,14,23,373.4085528
2043,1,14,24,366.0702139
2043,1,15,1,382.7414146
2043,1,15,2,418.2288689
2043,1,15,3,402.7619084
2043,1,15,4,389.6469797
2043,1,15,5,355.6648256
2043,1,15,6,425.6612891
2043,1,15,7,372.0725988
2043,1,15,8,553.7247111
2043,1,15,9,600
2043,1,15,10,600
2043,1,15,11,600
2043,1,15,12,490.8972403
2043,1,15,13,600
2043,1,15,14,600
2043,1,15,15,600
2043,1,15,16,600
2043,1,15,17,490.1634064
2043,1,15,18,331.3165935
2043,1,15,19,440.864822
2043,1,15,20,409.0089046
2043,1,15,21,467.5462696
2043,1,15,22,528.1157899
2043,1,15,23,373.4085528
2043,1,15,24,366.0702139
2043,1,16,1,382.7414146
2043,1,16,2,418.2288689
2043,1,16,3,402.7619084
2043,1,16,4,389.6469797
2043,1,16,5,355.6648256
2043,1,16,6,425.6612891
2043,1,16,7,372.0725988
2043,1,16,8,553.7247111
2043,1,16,9,600
2043,1,16,10,600
2043,1,16,11,600
2043,1,16,12,490.8972403
2043,1,16,13,600
2043,1,16,14,600
2043,1,16,15,600
2043,1,16,16,600
2043,1,16,17,490.1634064
2043,1,16,18,331.3165935
2043,1,16,19,440.864822
2043,1,16,20,409.0089046
2043,1,16,21,467.5462696
2043,1,16,22,528.1157899
2043,1,16,23,373.4085528
2043,1,16,24,366.0702139
2043,1,17,1,382.7414146
2043,1,17,2,418.2288689
2043,1,17,3,402.7619084
2043,1,17,4,389.6469797
2043,1,17,5,355.6648256
2043,1,17,6,425.6612891
2043,1,17,7,372.0725988
2043,1,17,8,553.7247111
2043,1,17,9,600
2043,1,17,10,600
2043,1,17,11,600
2043,1,17,12,490.8972403
2043,1,17,13,600
2043,1,17,14,600
2043,1,17,15,600
2043,1,17,16,600
2043,1,17,17,490.1634064
2043,1,17,18,331.3165935
2043,1,17,19,440.864822
2043,1,17,20,409.0089046
2043,1,17,21,467.5462696
2043,1,17,22,528.1157899
2043,1,17,23,373.4085528
2043,1,17,24,366.0702139
2043,1,18,1,382.7414146
2043,1,18,2,418.2288689
2043,1,18,3,402.7619084
2043,1,18,4,389.6469797
2043,1,18,5,355.6648256
2043,1,18,6,425.6612891
2043,1,18,7,372.0725988
2043,1,18,8,553.7247111
2043,1,18,9,600
2043,1,18,10,600
2043,1,18,11,600
2043,1,18,12,490.8972403
2043,1,18,13,600
2043,1,18,14,600
2043,1,18,15,600
2043,1,18,16,600
2043,1,18,17,490.1634064
2043,1,18,18,331.3165935
2043,1,18,19,440.864822
2043,1,18,20,409.0089046
2043,1,18,21,467.5462696
2043,1,18,22,528.1157899
2043,1,18,23,373.4085528
2043,1,18,24,366.0702139
2043,1,19,1,382.7414146
2043,1,19,2,418.2288689
2043,1,19,3,402.7619084
2043,1,19,4,389.6469797
2043,1,19,5,355.6648256
2043,1,19,6,425.6612891
2043,1,19,7,372.0725988
2043,1,19,8,553.7247111
2043,1,19,9,600
2043,1,19,10,600
2043,1,19,11,600
2043,1,19,12,490.8972403
2043,1,19,13,600
2043,1,19,14,600
2043,1,19,15,600
2043,1,19,16,600
2043,1,19,17,490.1634064
2043,1,19,18,331.3165935
2043,1,19,19,440.864822
2043,1,19,20,409.0089046
2043,1,19,21,467.5462696
2043,1,19,22,528.1157899
2043,1,19,23,373.4085528
2043,1,19,24,366.0702139
2043,1,20,1,382.7414146
2043,1,20,2,418.2288689
2043,1,20,3,402.7619084
2043,1,20,4,389.6469797
2043,1,20,5,355.6648256
2043,1,20,6,425.6612891
2043,1,20,7,372.0725988
2043,1,20,8,553.7247111
2043,1,20,9,600
2043,1,20,10,600
2043,1,20,11,600
2043,1,20,12,490.8972403
2043,1,20,13,600
2043,1,20,14,600
2043,1,20,15,600
2043,1,20,16,600
2043,1,20,17,490.1634064
2043,1,20,18,331.3165935
2043,1,20,19,440.864822
2043,1,20,20,409.0089046
2043,1,20,21,467.5462696
2043,1,20,22,528.1157899
2043,1,20,23,373.4085528
2043,1,20,24,366.0702139
2043,1,21,1,382.7414146
2043,1,21,2,418.2288689
2043,1,21,3,402.7619084
2043,1,21,4,389.6469797
2043,1,21,5,355.6648256
2043,1,21,6,425.6612891
2043,1,21,7,372.0725988
2043,1,21,8,553.7247111
2043,1,21,9,600
2043,1,21,10,600
2043,1,21,11,600
2043,1,21,12,490.8972403
2043,1,21,13,600
2043,1,21,14,600
2043,1,21,15,600
2043,1,21,16,600
2043,1,21,17,490.1634064
2043,1,21,18,331.3165935
2043,1,21,19,440.864822
2043,1,21,20,409.0089046
2043,1,21,21,467.5462696
2043,1,21,22,528.1157899
2043,1,21,23,373.4085528
2043,1,21,24,366.0702139
2043,1,22,1,382.7414146
2043,1,22,2,418.2288689
2043,1,22,3,402.7619084
2043,1,22,4,389.6469797
2043,1,22,5,355.6648256
2043,1,22,6,425.6612891
2043,1,22,7,372.0725988
2043,1,22,8,553.7247111
2043,1,22,9,600
2043,1,22,10,600
2043,1,22,11,600
2043,1,22,12,490.8972403
2043,1,22,13,600
2043,1,22,14,600
2043,1,22,15,600
2043,1,22,16,600
2043,1,22,17,490.1634064
2043,1,22,18,331.3165935
2043,1,22,19,440.864822
2043,1,22,20,409.0089046
2043,1,22,21,467.5462696
2043,1,22,22,528.1157899
2043,1,22,23,373.4085528
2043,1,22,24,366.0702139
2043,1,23,1,382.7414146
2043,1,23,2,418.2288689
2043,1,23,3,402.7619084
2043,1,23,4,389.6469797
2043,1,23,5,355.6648256
2043,1,23,6,425.6612891
2043,1,23,7,372.0725988
2043,1,23,8,553.7247111
2043,1,23,9,600
2043,1,23,10,600
2043,1,23,11,600
2043,1,23,12,490.8972403
2043,1,23,13,600
2043,1,23,14,600
2043,1,23,15,600
2043,1,23,16,600
2043,1,23,17,490.1634064
2043,1,23,18,331.3165935
2043,1,23,19,440.864822
2043,1,23,20,409.0089046
2043,1,23,21,467.5462696
2043,1,23,22,528.1157899
2043,1,23,23,373.4085528
2043,1,23,24,366.0702139
2043,1,24,1,382.7414146
2043,1,24,2,418.2288689
2043,1,24,3,402.7619084
2043,1,24,4,389.6469797
2043,1,24,5,355.6648256
2043,1,24,6,425.6612891
2043,1,24,7,372.0725988
2043,1,24,8,553.7247111
2043,1,24,9,600
2043,1,24,10,600
2043,1,24,11,600
2043,1,24,12,490.8972403
2043,1,24,13,600
2043,1,24,14,600
2043,1,24,15,600
2043,1,24,16,600
2043,1,24,17,490.1634064
2043,1,24,18,331.3165935
2043,1,24,19,440.864822
2043,1,24,20,409.0089046
2043,1,24,21,467.5462696
2043,1,24,22,528.1157899
2043,1,24,23,373.4085528
2043,1,24,24,366.0702139
2043,1,25,1,382.7414146
2043,1,25,2,418.2288689
2043,1,25,3,402.7619084
2043,1,25,4,389.6469797
2043,1,25,5,355.6648256
2043,1,25,6,425.6612891
2043,1,25,7,372.0725988
2043,1,25,8,553.7247111
2043,1,25,9,600
2043,1,25,10,600
2043,1,25,11,600
2043,1,25,12,490.8972403
2043,1,25,13,600
2043,1,25,14,600
2043,1,25,15,600
2043,1,25,16,600
2043,1,25,17,490.1634064
2043,1,25,18,331.3165935
2043,1,25,19,440.864822
2043,1,25,20,409.0089046
2043,1,25,21,467.5462696
2043,1,25,22,528.1157899
2043,1,25,23,373.4085528
2043,1,25,24,366.0702139
2043,1,26,1,382.7414146
2043,1,26,2,418.2288689
2043,1,26,3,402.7619084
2043,1,26,4,389.6469797
2043,1,26,5,355.6648256
2043,1,26,6,425.6612891
2043,1,26,7,372.0725988
2043,1,26,8,553.7247111
2043,1,26,9,600
2043,1,26,10,600
2043,1,26,11,600
2043,1,26,12,490.8972403
2043,1,26,13,600
2043,1,26,14,600
2043,1,26,15,600
2043,1,26,16,600
2043,1,26,17,490.1634064
2043,1,26,18,331.3165935
2043,1,26,19,440.864822
2043,1,26,20,409.0089046
2043,1,26,21,467.5462696
2043,1,26,22,528.1157899
2043,1,26,23,373.4085528
2043,1,26,24,366.0702139
2043,1,27,1,382.7414146
2043,1,27,2,418.2288689
2043,1,27,3,402.7619084
2043,1,27,4,389.6469797
2043,1,27,5,355.6648256
2043,1,27,6,425.6612891
2043,1,27,7,372.0725988
2043,1,27,8,553.7247111
2043,1,27,9,600
2043,1,27,10,600
2043,1,27,11,600
2043,1,27,12,490.8972403
2043,1,27,13,600
2043,1,27,14,600
2043,1,27,15,600
2043,1,27,16,600
2043,1,27,17,490.1634064
2043,1,27,18,331.3165935
2043,1,27,19,440.864822
2043,1,27,20,409.0089046
2043,1,27,21,467.5462696
2043,1,27,22,528.1157899
2043,1,27,23,373.4085528
2043,1,27,24,366.0702139
2043,1,28,1,382.7414146
2043,1,28,2,418.2288689
2043,1,28,3,402.7619084
2043,1,28,4,389.6469797
2043,1,28,5,355.6648256
2043,1,28,6,425.6612891
2043,1,28,7,372.0725988
2043,1,28,8,553.7247111
2043,1,28,9,600
2043,1,28,10,600
2043,1,28,11,600
2043,1,28,12,490.8972403
2043,1,28,13,600
2043,1,28,14,600
2043,1,28,15,600
2043,1,28,16,600
2043,1,28,17,490.1634064
2043,1,28,18,331.3165935
2043,1,28,19,440.864822
2043,1,28,20,409.0089046
2043,1,28,21,467.5462696
2043,1,28,22,528.1157899
2043,1,28,23,373.4085528
2043,1,28,24,366.0702139
2043,1,29,1,382.7414146
2043,1,29,2,418.2288689
2043,1,29,3,402.7619084
2043,1,29,4,389.6469797
2043,1,29,5,355.6648256
2043,1,29,6,425.6612891
2043,1,29,7,372.0725988
2043,1,29,8,553.7247111
2043,1,29,9,600
2043,1,29,10,600
2043,1,29,11,600
2043,1,29,12,490.8972403
2043,1,29,13,600
2043,1,29,14,600
2043,1,29,15,600
2043,1,29,16,600
2043,1,29,17,490.1634064
2043,1,29,18,331.3165935
2043,1,29,19,440.864822
2043,1,29,20,409.0089046
2043,1,29,21,467.5462696
2043,1,29,22,528.1157899
2043,1,29,23,373.4085528
2043,1,29,24,366.0702139
2043,1,30,1,382.7414146
2043,1,30,2,418.2288689
2043,1,30,3,402.7619084
2043,1,30,4,389.6469797
2043,1,30,5,355.6648256
2043,1,30,6,425.6612891
2043,1,30,7,372.0725988
2043,1,30,8,553.7247111
2043,1,30,9,600
2043,1,30,10,600
2043,1,30,11,600
2043,1,30,12,490.8972403
2043,1,30,13,600
2043,1,30,14,600
2043,1,30,15,600
2043,1,30,16,600
2043,1,30,17,490.1634064
2043,1,30,18,331.3165935
2043,1,30,19,440.864822
2043,1,30,20,409.0089046
2043,1,30,21,467.5462696
2043,1,30,22,528.1157899
2043,1,30,23,373.4085528
2043,1,30,24,366.0702139
2043,1,31,1,382.7414146
2043,1,31,2,418.2288689
2043,1,31,3,402.7619084
2043,1,31,4,389.6469797
2043,1,31,5,355.6648256
2043,1,31,6,425.6612891
2043,1,31,7,372.0725988
2043,1,31,8,553.7247111
2043,1,31,9,600
2043,1,31,10,600
2043,1,31,11,600
2043,1,31,12,490.8972403
2043,1,31,13,600
2043,1,31,14,600
2043,1,31,15,600
2043,1,31,16,600
2043,1,31,17,490.1634064
2043,1,31,18,331.3165935
2043,1,31,19,440.864822
2043,1,31,20,409.0089046
2043,1,31,21,467.5462696
2043,1,31,22,528.1157899
2043,1,31,23,373.4085528
2043,1,31,24,366.0702139
2043,2,1,1,340.7233539
2043,2,1,2,375.0772788
2043,2,1,3,367.5682242
2043,2,1,4,351.1797124
2043,2,1,5,359.6273989
2043,2,1,6,399.3127526
2043,2,1,7,371.9610211
2043,2,1,8,566.7271256
2043,2,1,9,600
2043,2,1,10,600
2043,2,1,11,600
2043,2,1,12,501.360805
2043,2,1,13,600
2043,2,1,14,600
2043,2,1,15,600
2043,2,1,16,600
2043,2,1,17,493.4387524
2043,2,1,18,359.4959904
2043,2,1,19,348.6078612
2043,2,1,20,465.7491135
2043,2,1,21,551.3523362
2043,2,1,22,528.9753534
2043,2,1,23,425.9323513
2043,2,1,24,343.4641588
2043,2,2,1,340.7233539
2043,2,2,2,375.0772788
2043,2,2,3,367.5682242
2043,2,2,4,351.1797124
2043,2,2,5,359.6273989
2043,2,2,6,399.3127526
2043,2,2,7,371.9610211
2043,2,2,8,566.7271256
2043,2,2,9,600
2043,2,2,10,600
2043,2,2,11,600
2043,2,2,12,501.360805
2043,2,2,13,600
2043,2,2,14,600
2043,2,2,15,600
2043,2,2,16,600
2043,2,2,17,493.4387524
2043,2,2,18,359.4959904
2043,2,2,19,348.6078612
2043,2,2,20,465.7491135
2043,2,2,21,551.3523362
2043,2,2,22,528.9753534
2043,2,2,23,425.9323513
2043,2,2,24,343.4641588
2043,2,3,1,340.7233539
2043,2,3,2,375.0772788
2043,2,3,3,367.5682242
2043,2,3,4,351.1797124
2043,2,3,5,359.6273989
2043,2,3,6,399.3127526
2043,2,3,7,371.9610211
2043,2,3,8,566.7271256
2043,2,3,9,600
2043,2,3,10,600
2043,2,3,11,600
2043,2,3,12,501.360805
2043,2,3,13,600
2043,2,3,14,600
2043,2,3,15,600
2043,2,3,16,600
2043,2,3,17,493.4387524
2043,2,3,18,359.4959904
2043,2,3,19,348.6078612
2043,2,3,20,465.7491135
2043,2,3,21,551.3523362
2043,2,3,22,528.9753534
2043,2,3,23,425.9323513
2043,2,3,24,343.4641588
2043,2,4,1,340.7233539
2043,2,4,2,375.0772788
2043,2,4,3,367.5682242
2043,2,4,4,351.1797124
2043,2,4,5,359.6273989
2043,2,4,6,399.3127526
2043,2,4,7,371.9610211
2043,2,4,8,566.7271256
2043,2,4,9,600
2043,2,4,10,600
2043,2,4,11,600
2043,2,4,12,501.360805
2043,2,4,13,600
2043,2,4,14,600
2043,2,4,15,600
2043,2,4,16,600
2043,2,4,17,493.4387524
2043,2,4,18,359.4959904
2043,2,4,19,348.6078612
2043,2,4,20,465.7491135
2043,2,4,21,551.3523362
2043,2,4,22,528.9753534
2043,2,4,23,425.9323513
2043,2,4,24,343.4641588
2043,2,5,1,340.7233539
2043,2,5,2,375.0772788
2043,2,5,3,367.5682242
2043,2,5,4,351.1797124
2043,2,5,5,359.6273989
2043,2,5,6,399.3127526
2043,2,5,7,371.9610211
2043,2,5,8,566.7271256
2043,2,5,9,600
2043,2,5,10,600
2043,2,5,11,600
2043,2,5,12,501.360805
2043,2,5,13,600
2043,2,5,14,600
2043,2,5,15,600
2043,2,5,16,600
2043,2,5,17,493.4387524
2043,2,5,18,359.4959904
2043,2,5,19,348.6078612
2043,2,5,20,465.7491135
2043,2,5,21,551.3523362
2043,2,5,22,528.9753534
2043,2,5,23,425.9323513
2043,2,5,24,343.4641588
2043,2,6,1,340.7233539
2043,2,6,2,375.0772788
2043,2,6,3,367.5682242
2043,2,6,4,351.1797124
2043,2,6,5,359.6273989
2043,2,6,6,399.3127526
2043,2,6,7,371.9610211
2043,2,6,8,566.7271256
2043,2,6,9,600
2043,2,6,10,600
2043,2,6,11,600
2043,2,6,12,501.360805
2043,2,6,13,600
2043,2,6,14,600
2043,2,6,15,600
2043,2,6,16,600
2043,2,6,17,493.4387524
2043,2,6,18,359.4959904
2043,2,6,19,348.6078612
2043,2,6,20,465.7491135
2043,2,6,21,551.3523362
2043,2,6,22,528.9753534
2043,2,6,23,425.9323513
2043,2,6,24,343.4641588
2043,2,7,1,340.7233539
2043,2,7,2,375.0772788
2043,2,7,3,367.5682242
2043,2,7,4,351.1797124
2043,2,7,5,359.6273989
2043,2,7,6,399.3127526
2043,2,7,7,371.9610211
2043,2,7,8,566.7271256
2043,2,7,9,600
2043,2,7,10,600
2043,2,7,11,600
2043,2,7,12,501.360805
2043,2,7,13,600
2043,2,7,14,600
2043,2,7,15,600
2043,2,7,16,600
2043,2,7,17,493.4387524
2043,2,7,18,359.4959904
2043,2,7,19,348.6078612
2043,2,7,20,465.7491135
2043,2,7,21,551.3523362
2043,2,7,22,528.9753534
2043,2,7,23,425.9323513
2043,2,7,24,343.4641588
2043,2,8,1,340.7233539
2043,2,8,2,375.0772788
2043,2,8,3,367.5682242
2043,2,8,4,351.1797124
2043,2,8,5,359.6273989
2043,2,8,6,399.3127526
2043,2,8,7,371.9610211
2043,2,8,8,566.7271256
2043,2,8,9,600
2043,2,8,10,600
2043,2,8,11,600
2043,2,8,12,501.360805
2043,2,8,13,600
2043,2,8,14,600
2043,2,8,15,600
2043,2,8,16,600
2043,2,8,17,493.4387524
2043,2,8,18,359.4959904
2043,2,8,19,348.6078612
2043,2,8,20,465.7491135
2043,2,8,21,551.3523362
2043,2,8,22,528.9753534
2043,2,8,23,425.9323513
2043,2,8,24,343.4641588
2043,2,9,1,340.7233539
2043,2,9,2,375.0772788
2043,2,9,3,367.5682242
2043,2,9,4,351.1797124
2043,2,9,5,359.6273989
2043,2,9,6,399.3127526
2043,2,9,7,371.9610211
2043,2,9,8,566.7271256
2043,2,9,9,600
2043,2,9,10,600
2043,2,9,11,600
2043,2,9,12,501.360805
2043,2,9,13,600
2043,2,9,14,600
2043,2,9,15,600
2043,2,9,16,600
2043,2,9,17,493.4387524
2043,2,9,18,359.4959904
2043,2,9,19,348.6078612
2043,2,9,20,465.7491135
2043,2,9,21,551.3523362
2043,2,9,22,528.9753534
2043,2,9,23,425.9323513
2043,2,9,24,343.4641588
2043,2,10,1,340.7233539
2043,2,10,2,375.0772788
2043,2,10,3,367.5682242
2043,2,10,4,351.1797124
2043,2,10,5,359.6273989
2043,2,10,6,399.3127526
2043,2,10,7,371.9610211
2043,2,10,8,566.7271256
2043,2,10,9,600
2043,2,10,10,600
2043,2,10,11,600
2043,2,10,12,501.360805
2043,2,10,13,600
2043,2,10,14,600
2043,2,10,15,600
2043,2,10,16,600
2043,2,10,17,493.4387524
2043,2,10,18,359.4959904
2043,2,10,19,348.6078612
2043,2,10,20,465.7491135
2043,2,10,21,551.3523362
2043,2,10,22,528.9753534
2043,2,10,23,425.9323513
2043,2,10,24,343.4641588
2043,2,11,1,340.7233539
2043,2,11,2,375.0772788
2043,2,11,3,367.5682242
2043,2,11,4,351.1797124
2043,2,11,5,359.6273989
2043,2,11,6,399.3127526
2043,2,11,7,371.9610211
2043,2,11,8,566.7271256
2043,2,11,9,600
2043,2,11,10,600
2043,2,11,11,600
2043,2,11,12,501.360805
2043,2,11,13,600
2043,2,11,14,600
2043,2,11,15,600
2043,2,11,16,600
2043,2,11,17,493.4387524
2043,2,11,18,359.4959904
2043,2,11,19,348.6078612
2043,2,11,20,465.7491135
2043,2,11,21,551.3523362
2043,2,11,22,528.9753534
2043,2,11,23,425.9323513
2043,2,11,24,343.4641588
2043,2,12,1,340.7233539
2043,2,12,2,375.0772788
2043,2,12,3,367.5682242
2043,2,12,4,351.1797124
2043,2,12,5,359.6273989
2043,2,12,6,399.3127526
2043,2,12,7,371.9610211
2043,2,12,8,566.7271256
2043,2,12,9,600
2043,2,12,10,600
2043,2,12,11,600
2043,2,12,12,501.360805
2043,2,12,13,600
2043,2,12,14,600
2043,2,12,15,600
2043,2,12,16,600
2043,2,12,17,493.4387524
2043,2,12,18,359.4959904
2043,2,12,19,348.6078612
2043,2,12,20,465.7491135
2043,2,12,21,551.3523362
2043,2,12,22,528.9753534
2043,2,12,23,425.9323513
2043,2,12,24,343.4641588
2043,2,13,1,340.7233539
2043,2,13,2,375.0772788
2043,2,13,3,367.5682242
2043,2,13,4,351.1797124
2043,2,13,5,359.6273989
2043,2,13,6,399.3127526
2043,2,13,7,371.9610211
2043,2,13,8,566.7271256
2043,2,13,9,600
2043,2,13,10,600
2043,2,13,11,600
2043,2,13,12,501.360805
2043,2,13,13,600
2043,2,13,14,600
2043,2,13,15,600
2043,2,13,16,600
2043,2,13,17,493.4387524
2043,2,13,18,359.4959904
2043,2,13,19,348.6078612
2043,2,13,20,465.7491135
2043,2,13,21,551.3523362
2043,2,13,22,528.9753534
2043,2,13,23,425.9323513
2043,2,13,24,343.4641588
2043,2,14,1,340.7233539
2043,2,14,2,375.0772788
2043,2,14,3,367.5682242
2043,2,14,4,351.1797124
2043,2,14,5,359.6273989
2043,2,14,6,399.3127526
2043,2,14,7,371.9610211
2043,2,14,8,566.7271256
2043,2,14,9,600
2043,2,14,10,600
2043,2,14,11,600
2043,2,14,12,501.360805
2043,2,14,13,600
2043,2,14,14,600
2043,2,14,15,600
2043,2,14,16,600
2043,2,14,17,493.4387524
2043,2,14,18,359.4959904
2043,2,14,19,348.6078612
2043,2,14,20,465.7491135
2043,2,14,21,551.3523362
2043,2,14,22,528.9753534
2043,2,14,23,425.9323513
2043,2,14,24,343.4641588
2043,2,15,1,340.7233539
2043,2,15,2,375.0772788
2043,2,15,3,367.5682242
2043,2,15,4,351.1797124
2043,2,15,5,359.6273989
2043,2,15,6,399.3127526
2043,2,15,7,371.9610211
2043,2,15,8,566.7271256
2043,2,15,9,600
2043,2,15,10,600
2043,2,15,11,600
2043,2,15,12,501.360805
2043,2,15,13,600
2043,2,15,14,600
2043,2,15,15,600
2043,2,15,16,600
2043,2,15,17,493.4387524
2043,2,15,18,359.4959904
2043,2,15,19,348.6078612
2043,2,15,20,465.7491135
2043,2,15,21,551.3523362
2043,2,15,22,528.9753534
2043,2,15,23,425.9323513
2043,2,15,24,343.4641588
2043,2,16,1,340.7233539
2043,2,16,2,375.0772788
2043,2,16,3,367.5682242
2043,2,16,4,351.1797124
2043,2,16,5,359.6273989
2043,2,16,6,399.3127526
2043,2,16,7,371.9610211
2043,2,16,8,566.7271256
2043,2,16,9,600
2043,2,16,10,600
2043,2,16,11,600
2043,2,16,12,501.360805
2043,2,16,13,600
2043,2,16,14,600
2043,2,16,15,600
2043,2,16,16,600
2043,2,16,17,493.4387524
2043,2,16,18,359.4959904
2043,2,16,19,348.6078612
2043,2,16,20,465.7491135
2043,2,16,21,551.3523362
2043,2,16,22,528.9753534
2043,2,16,23,425.9323513
2043,2,16,24,343.4641588
2043,2,17,1,340.7233539
2043,2,17,2,375.0772788
2043,2,17,3,367.5682242
2043,2,17,4,351.1797124
2043,2,17,5,359.6273989
2043,2,17,6,399.3127526
2043,2,17,7,371.9610211
2043,2,17,8,566.7271256
2043,2,17,9,600
2043,2,17,10,600
2043,2,17,11,600
2043,2,17,12,501.360805
2043,2,17,13,600
2043,2,17,14,600
2043,2,17,15,600
2043,2,17,16,600
2043,2,17,17,493.4387524
2043,2,17,18,359.4959904
2043,2,17,19,348.6078612
2043,2,17,20,465.7491135
2043,2,17,21,551.3523362
2043,2,17,22,528.9753534
2043,2,17,23,425.9323513
2043,2,17,24,343.4641588
2043,2,18,1,340.7233539
2043,2,18,2,375.0772788
2043,2,18,3,367.5682242
2043,2,18,4,351.1797124
2043,2,18,5,359.6273989
2043,2,18,6,399.3127526
2043,2,18,7,371.9610211
2043,2,18,8,566.7271256
2043,2,18,9,600
2043,2,18,10,600
2043,2,18,11,600
2043,2,18,12,501.360805
2043,2,18,13,600
2043,2,18,14,600
2043,2,18,15,600
2043,2,18,16,600
2043,2,18,17,493.4387524
2043,2,18,18,359.4959904
2043,2,18,19,348.6078612
2043,2,18,20,465.7491135
2043,2,18,21,551.3523362
2043,2,18,22,528.9753534
2043,2,18,23,425.9323513
2043,2,18,24,343.4641588
2043,2,19,1,340.7233539
2043,2,19,2,375.0772788
2043,2,19,3,367.5682242
2043,2,19,4,351.1797124
2043,2,19,5,359.6273989
2043,2,19,6,399.3127526
2043,2,19,7,371.9610211
2043,2,19,8,566.7271256
2043,2,19,9,600
2043,2,19,10,600
2043,2,19,11,600
2043,2,19,12,501.360805
2043,2,19,13,600
2043,2,19,14,600
2043,2,19,15,600
2043,2,19,16,600
2043,2,19,17,493.4387524
2043,2,19,18,359.4959904
2043,2,19,19,348.6078612
2043,2,19,20,465.7491135
2043,2,19,21,551.3523362
2043,2,19,22,528.9753534
2043,2,19,23,425.9323513
2043,2,19,24,343.4641588
2043,2,20,1,340.7233539
2043,2,20,2,375.0772788
2043,2,20,3,367.5682242
2043,2,20,4,351.1797124
2043,2,20,5,359.6273989
2043,2,20,6,399.3127526
2043,2,20,7,371.9610211
2043,2,20,8,566.7271256
2043,2,20,9,600
2043,2,20,10,600
2043,2,20,11,600
